name,index,x,y,w,h,source_file
orbit_shot,427,199,235,16,16,gun_actions/orbit_shot.png
pebble,428,217,235,16,16,gun_actions/pebble.png
pebble_unidentified,429,235,235,16,16,gun_actions/pebble_unidentified.png
penetrate_walls,430,253,235,16,16,gun_actions/penetrate_walls.png
penta_shot,431,271,235,16,16,gun_actions/penta_shot.png
pentagram_shape,432,289,235,16,16,gun_actions/pentagram_shape.png
pentagram_shape_unidentified,433,307,235,16,16,gun_actions/pentagram_shape_unidentified.png
petrify,434,325,235,16,16,gun_actions/petrify.png
phantomshot_a,435,343,235,16,16,gun_actions/phantomshot_a.png
phantomshot_b,436,361,235,16,16,gun_actions/phantomshot_b.png
phasing_arc,437,379,235,16,16,gun_actions/phasing_arc.png
phi,438,397,235,16,16,gun_actions/phi.png
piercing_shot,439,415,235,16,16,gun_actions/piercing_shot.png
pingpong_path,440,433,235,16,16,gun_actions/pingpong_path.png
pink_orb,441,451,235,16,16,gun_actions/pink_orb.png
pipe_bomb,442,469,235,16,16,gun_actions/pipe_bomb.png
pipe_bomb_death_trigger,443,487,235,16,16,gun_actions/pipe_bomb_death_trigger.png
pipe_bomb_death_trigger_unidentified,444,505,235,16,16,gun_actions/pipe_bomb_death_trigger_unidentified.png
pipe_bomb_detonator,445,523,235,16,16,gun_actions/pipe_bomb_detonator.png
pipe_bomb_detonator_unidentified,446,541,235,16,16,gun_actions/pipe_bomb_detonator_unidentified.png
pipe_bomb_unidentified,447,559,235,16,16,gun_actions/pipe_bomb_unidentified.png
plasma_flare,448,1,253,16,16,gun_actions/plasma_flare.png
poison_blast,449,19,253,16,16,gun_actions/poison_blast.png
poison_blast_unidentified,450,37,253,16,16,gun_actions/poison_blast_unidentified.png
poison_trail,451,55,253,16,16,gun_actions/poison_trail.png
poison_trail_unidentified,452,73,253,16,16,gun_actions/poison_trail_unidentified.png
pollen,453,91,253,16,16,gun_actions/pollen.png
polymorph,454,109,253,16,16,gun_actions/polymorph.png
polymorph_field,455,127,253,16,16,gun_actions/polymorph_field.png
polymorph_field_unidentified,456,145,253,16,16,gun_actions/polymorph_field_unidentified.png
poo_trail,457,163,253,16,16,gun_actions/poo_trail.png
powerdigger,458,181,253,16,16,gun_actions/powerdigger.png
powerdigger_unidentified,459,199,253,16,16,gun_actions/powerdigger_unidentified.png
projectile_gravity_field,460,217,253,16,16,gun_actions/projectile_gravity_field.png
projectile_thunder_field,461,235,253,16,16,gun_actions/projectile_thunder_field.png
projectile_transmutation_field,462,253,253,16,16,gun_actions/projectile_transmutation_field.png
propane_tank,463,271,253,16,16,gun_actions/propane_tank.png
purple_explosion_field,464,289,253,16,16,gun_actions/purple_explosion_field.png
quad_shot,465,307,253,16,16,gun_actions/quad_shot.png
quantum_split,466,325,253,16,16,gun_actions/quantum_split.png
rainbow_trail,467,343,253,16,16,gun_actions/rainbow_trail.png
random_explosion,468,361,253,16,16,gun_actions/random_explosion.png
random_modifier,469,379,253,16,16,gun_actions/random_modifier.png
random_projectile,470,397,253,16,16,gun_actions/random_projectile.png
random_spell,471,415,253,16,16,gun_actions/random_spell.png
random_static_projectile,472,433,253,16,16,gun_actions/random_static_projectile.png
recharge,473,451,253,16,16,gun_actions/recharge.png
recoil,474,469,253,16,16,gun_actions/recoil.png
recoil_damper,475,487,253,16,16,gun_actions/recoil_damper.png
recoil_damper_unidentified,476,505,253,16,16,gun_actions/recoil_damper_unidentified.png
recoil_unidentified,477,523,253,16,16,gun_actions/recoil_unidentified.png
regeneration_field,478,541,253,16,16,gun_actions/regeneration_field.png
regeneration_field_unidentified,479,559,253,16,16,gun_actions/regeneration_field_unidentified.png
remove_bounce,480,1,271,16,16,gun_actions/remove_bounce.png
reset,481,19,271,16,16,gun_actions/reset.png
rocket,482,37,271,16,16,gun_actions/rocket.png
rocket_downwards,483,55,271,16,16,gun_actions/rocket_downwards.png
rocket_octagon,484,73,271,16,16,gun_actions/rocket_octagon.png
rocket_tier_2,485,91,271,16,16,gun_actions/rocket_tier_2.png
rocket_tier_3,486,109,271,16,16,gun_actions/rocket_tier_3.png
rocket_unidentified,487,127,271,16,16,gun_actions/rocket_unidentified.png
rubber_ball,488,145,271,16,16,gun_actions/rubber_ball.png
rubber_ball_timer,489,163,271,16,16,gun_actions/rubber_ball_timer.png
rubber_ball_trigger,490,181,271,16,16,gun_actions/rubber_ball_trigger.png
rubber_ball_unidentified,491,199,271,16,16,gun_actions/rubber_ball_unidentified.png
scatter_2,492,217,271,16,16,gun_actions/scatter_2.png
scatter_2_unidentified,493,235,271,16,16,gun_actions/scatter_2_unidentified.png
scatter_3,494,253,271,16,16,gun_actions/scatter_3.png
scatter_3_unidentified,495,271,271,16,16,gun_actions/scatter_3_unidentified.png
scatter_4,496,289,271,16,16,gun_actions/scatter_4.png
scatter_4_unidentified,497,307,271,16,16,gun_actions/scatter_4_unidentified.png
scattershot,498,325,271,16,16,gun_actions/scattershot.png
sea_acid,499,343,271,16,16,gun_actions/sea_acid.png
sea_acid_gas,500,361,271,16,16,gun_actions/sea_acid_gas.png
sea_acid_unidentified,501,379,271,16,16,gun_actions/sea_acid_unidentified.png
sea_alcohol,502,397,271,16,16,gun_actions/sea_alcohol.png
sea_lava,503,415,271,16,16,gun_actions/sea_lava.png
sea_lava_unidentified,504,433,271,16,16,gun_actions/sea_lava_unidentified.png
sea_mimic,505,451,271,16,16,gun_actions/sea_mimic.png
sea_oil,506,469,271,16,16,gun_actions/sea_oil.png
sea_oil_unidentified,507,487,271,16,16,gun_actions/sea_oil_unidentified.png
sea_swamp,508,505,271,16,16,gun_actions/sea_swamp.png
sea_water,509,523,271,16,16,gun_actions/sea_water.png
sea_water_unidentified,510,541,271,16,16,gun_actions/sea_water_unidentified.png
sheep,511,559,271,16,16,gun_actions/sheep.png
shield_field,512,1,289,16,16,gun_actions/shield_field.png
shield_field_unidentified,513,19,289,16,16,gun_actions/shield_field_unidentified.png
shortlived_shot,514,37,289,16,16,gun_actions/shortlived_shot.png
sigma,515,55,289,16,16,gun_actions/sigma.png
sinewave,516,73,289,16,16,gun_actions/sinewave.png
sinewave_unidentified,517,91,289,16,16,gun_actions/sinewave_unidentified.png
skull,518,109,289,16,16,gun_actions/skull.png
slimeball,519,127,289,16,16,gun_actions/slimeball.png
slimeball_unidentified,520,145,289,16,16,gun_actions/slimeball_unidentified.png
slow_bullet,521,163,289,16,16,gun_actions/slow_bullet.png
slow_bullet_timer,522,181,289,16,16,gun_actions/slow_bullet_timer.png
slow_bullet_timer_2,523,199,289,16,16,gun_actions/slow_bullet_timer_2.png
slow_bullet_timer_unidentified,524,217,289,16,16,gun_actions/slow_bullet_timer_unidentified.png
slow_bullet_trigger,525,235,289,16,16,gun_actions/slow_bullet_trigger.png
slow_bullet_trigger_unidentified,526,253,289,16,16,gun_actions/slow_bullet_trigger_unidentified.png
slow_bullet_unidentified,527,271,289,16,16,gun_actions/slow_bullet_unidentified.png
slow_but_steady,528,289,289,16,16,gun_actions/slow_but_steady.png
smg_bullet,529,307,289,16,16,gun_actions/smg_bullet.png
soil,530,325,289,16,16,gun_actions/soil.png
speed,531,343,289,16,16,gun_actions/speed.png
speed_unidentified,532,361,289,16,16,gun_actions/speed_unidentified.png
spells_to_power,533,379,289,16,16,gun_actions/spells_to_power.png
spiral_shot,534,397,289,16,16,gun_actions/spiral_shot.png
spiral_shot_unidentified,535,415,289,16,16,gun_actions/spiral_shot_unidentified.png
spiraling_shot,536,433,289,16,16,gun_actions/spiraling_shot.png
spitter,537,451,289,16,16,gun_actions/spitter.png
spitter_green,538,469,289,16,16,gun_actions/spitter_green.png
spitter_green_timer,539,487,289,16,16,gun_actions/spitter_green_timer.png
spitter_purple,540,505,289,16,16,gun_actions/spitter_purple.png
spitter_purple_timer,541,523,289,16,16,gun_actions/spitter_purple_timer.png
spitter_timer,542,541,289,16,16,gun_actions/spitter_timer.png
spitter_timer_unidentified,543,559,289,16,16,gun_actions/spitter_timer_unidentified.png
spitter_unidentified,544,1,307,16,16,gun_actions/spitter_unidentified.png
spore_pod,545,19,307,16,16,gun_actions/spore_pod.png
spread_reduce,546,37,307,16,16,gun_actions/spread_reduce.png
spread_reduce_unidentified,547,55,307,16,16,gun_actions/spread_reduce_unidentified.png
static_to_sand,548,73,307,16,16,gun_actions/static_to_sand.png
summon_egg,549,91,307,16,16,gun_actions/summon_egg.png
summon_hollow_egg,550,109,307,16,16,gun_actions/summon_hollow_egg.png
summon_portal,551,127,307,16,16,gun_actions/summon_portal.png
summon_rock,552,145,307,16,16,gun_actions/summon_rock.png
summon_wandghost,553,163,307,16,16,gun_actions/summon_wandghost.png
sun,554,181,307,16,16,gun_actions/sun.png
super_teleport_cast,555,199,307,16,16,gun_actions/super_teleport_cast.png
swapper_projectile,556,217,307,16,16,gun_actions/swapper_projectile.png
swarm_firebug,557,235,307,16,16,gun_actions/swarm_firebug.png
swarm_fly,558,253,307,16,16,gun_actions/swarm_fly.png
swarm_wasp,559,271,307,16,16,gun_actions/swarm_wasp.png
t_shape,560,289,307,16,16,gun_actions/t_shape.png
t_shape_unidentified,561,307,307,16,16,gun_actions/t_shape_unidentified.png
t_shot,562,325,307,16,16,gun_actions/t_shot.png
tau,563,343,307,16,16,gun_actions/tau.png
telepathy,564,361,307,16,16,gun_actions/telepathy.png
telepathy_field,565,379,307,16,16,gun_actions/telepathy_field.png
telepathy_field_unidentified,566,397,307,16,16,gun_actions/telepathy_field_unidentified.png
teleport_cast,567,415,307,16,16,gun_actions/teleport_cast.png
teleport_home,568,433,307,16,16,gun_actions/teleport_home.png
teleport_projectile,569,451,307,16,16,gun_actions/teleport_projectile.png
teleport_projectile_closer,570,469,307,16,16,gun_actions/teleport_projectile_closer.png
teleport_projectile_short,571,487,307,16,16,gun_actions/teleport_projectile_short.png
teleport_projectile_static,572,505,307,16,16,gun_actions/teleport_projectile_static.png
teleport_projectile_unidentified,573,523,307,16,16,gun_actions/teleport_projectile_unidentified.png
teleportation,574,541,307,16,16,gun_actions/teleportation.png
teleportation_field,575,559,307,16,16,gun_actions/teleportation_field.png
teleportation_field_unidentified,576,1,325,16,16,gun_actions/teleportation_field_unidentified.png
temporary_platform,577,19,325,16,16,gun_actions/temporary_platform.png
temporary_wall,578,37,325,16,16,gun_actions/temporary_wall.png
tentacle,579,55,325,16,16,gun_actions/tentacle.png
tentacle_portal,580,73,325,16,16,gun_actions/tentacle_portal.png
tentacle_ray,581,91,325,16,16,gun_actions/tentacle_ray.png
tentacle_ray_enemy,582,109,325,16,16,gun_actions/tentacle_ray_enemy.png
tentacle_timer,583,127,325,16,16,gun_actions/tentacle_timer.png
tentacle_timer_unidentified,584,145,325,16,16,gun_actions/tentacle_timer_unidentified.png
tentacle_unidentified,585,163,325,16,16,gun_actions/tentacle_unidentified.png
thunder_blast,586,181,325,16,16,gun_actions/thunder_blast.png
thunder_blast_unidentified,587,199,325,16,16,gun_actions/thunder_blast_unidentified.png
thunderball,588,217,325,16,16,gun_actions/thunderball.png
thunderball_unidentified,589,235,325,16,16,gun_actions/thunderball_unidentified.png
timer,590,253,325,16,16,gun_actions/timer.png
tiny_ghost,591,271,325,16,16,gun_actions/tiny_ghost.png
tntbox,592,289,325,16,16,gun_actions/tntbox.png
tntbox_big,593,307,325,16,16,gun_actions/tntbox_big.png
torch,594,325,325,16,16,gun_actions/torch.png
torch_electric,595,343,325,16,16,gun_actions/torch_electric.png
torch_unidentified,596,361,325,16,16,gun_actions/torch_unidentified.png
touch_alcohol,597,379,325,16,16,gun_actions/touch_alcohol.png
touch_blood,598,397,325,16,16,gun_actions/touch_blood.png
touch_gold,599,415,325,16,16,gun_actions/touch_gold.png
touch_grass,600,433,325,16,16,gun_actions/touch_grass.png
touch_oil,601,451,325,16,16,gun_actions/touch_oil.png
touch_piss,602,469,325,16,16,gun_actions/touch_piss.png
touch_smoke,603,487,325,16,16,gun_actions/touch_smoke.png
touch_water,604,505,325,16,16,gun_actions/touch_water.png
toxic_to_acid,605,523,325,16,16,gun_actions/toxic_to_acid.png
transmutation,606,541,325,16,16,gun_actions/transmutation.png
trigger,607,559,325,16,16,gun_actions/trigger.png
trigger_hit_entity,608,1,343,16,16,gun_actions/trigger_hit_entity.png
trigger_hit_world,609,19,343,16,16,gun_actions/trigger_hit_world.png
trigger_timer_5,610,37,343,16,16,gun_actions/trigger_timer_5.png
true_orbit,611,55,343,16,16,gun_actions/true_orbit.png
unidentified,612,73,343,16,16,gun_actions/unidentified.png
unstable_gunpowder,613,91,343,16,16,gun_actions/unstable_gunpowder.png
unstable_gunpowder_unidentified,614,109,343,16,16,gun_actions/unstable_gunpowder_unidentified.png
vacuum_entities,615,127,343,16,16,gun_actions/vacuum_entities.png
vacuum_liquid,616,145,343,16,16,gun_actions/vacuum_liquid.png
vacuum_powder,617,163,343,16,16,gun_actions/vacuum_powder.png
w_shape,618,181,343,16,16,gun_actions/w_shape.png
w_shape_unidentified,619,199,343,16,16,gun_actions/w_shape_unidentified.png
w_shot,620,217,343,16,16,gun_actions/w_shot.png
wall_horizontal,621,235,343,16,16,gun_actions/wall_horizontal.png
wall_square,622,253,343,16,16,gun_actions/wall_square.png
wall_vertical,623,271,343,16,16,gun_actions/wall_vertical.png
water_to_poison,624,289,343,16,16,gun_actions/water_to_poison.png
water_trail,625,307,343,16,16,gun_actions/water_trail.png
white_hole,626,325,343,16,16,gun_actions/white_hole.png
white_hole_big,627,343,343,16,16,gun_actions/white_hole_big.png
white_hole_giga,628,361,343,16,16,gun_actions/white_hole_giga.png
worm,629,379,343,16,16,gun_actions/worm.png
worm_rain,630,397,343,16,16,gun_actions/worm_rain.png
x_ray,631,415,343,16,16,gun_actions/x_ray.png
x_ray_unidentified,632,433,343,16,16,gun_actions/x_ray_unidentified.png
y_shape,633,451,343,16,16,gun_actions/y_shape.png
y_shape_unidentified,634,469,343,16,16,gun_actions/y_shape_unidentified.png
y_shot,635,487,343,16,16,gun_actions/y_shot.png
zero_damage,636,505,343,16,16,gun_actions/zero_damage.png
zeta,637,523,343,16,16,gun_actions/zeta.png
